"c_custkey"|"revenue"|"c_acctbal"|"n_name"
52232|68477.2438|1153.30|"INDONESIA"
109405|68473.3500|5515.65|"IRAN"
24563|68470.7850|1218.77|"EGYPT"
9412|68468.5008|-690.56|"ARGENTINA"
133367|68448.4416|6861.78|"CANADA"
4849|68444.8282|9195.39|"IRAN"
136250|68442.2788|2424.60|"ROMANIA"
133688|68441.1000|423.46|"ALGERIA"
27520|68416.8545|1257.06|"ETHIOPIA"
25849|68412.5460|1162.77|"FRANCE"
118300|68412.2112|5168.95|"ETHIOPIA"
55835|68412.1040|-669.32|"SAUDI ARABIA"
7912|68396.8437|1081.14|"GERMANY"
62566|68395.2912|6861.60|"MOROCCO"
99220|68373.3064|6897.96|"INDONESIA"
23614|68366.4800|875.24|"CANADA"
33904|68363.3520|8452.99|"MOROCCO"
108838|68362.9371|-287.20|"INDIA"
118952|68360.5104|3181.00|"IRAN"
87656|68347.8211|3428.00|"VIETNAM"
123772|68346.7974|7088.87|"ROMANIA"
135602|68346.1807|3405.54|"MOROCCO"
105484|68343.5034|2330.50|"JORDAN"
75161|68340.2545|2076.12|"FRANCE"
44626|68328.0000|6794.05|"ALGERIA"
65231|68324.8118|-583.15|"ARGENTINA"
56110|68313.7801|-623.64|"INDIA"
131371|68302.0780|4690.02|"INDONESIA"
31342|68298.5160|846.60|"BRAZIL"
32483|68294.6886|8872.07|"RUSSIA"
104182|68293.4421|2508.57|"MOROCCO"
39932|68286.0828|8236.32|"ALGERIA"
38716|68283.1244|4769.78|"UNITED STATES"
121745|68282.7726|1666.34|"KENYA"
53653|68280.6638|-777.84|"INDONESIA"
55969|68280.3952|2381.36|"ETHIOPIA"
46502|68276.6160|864.21|"MOZAMBIQUE"
89039|68274.2796|5231.93|"GERMANY"
78541|68266.7151|5989.45|"BRAZIL"
102376|68264.5448|75.79|"INDONESIA"
118946|68262.3074|-985.60|"INDONESIA"
148486|68261.9978|2393.15|"ETHIOPIA"
126235|68253.6960|6516.57|"ARGENTINA"
32605|68253.2114|630.25|"UNITED STATES"
141629|68252.7816|6332.42|"BRAZIL"
108266|68252.6184|5042.95|"ARGENTINA"
45194|68235.9084|9224.58|"GERMANY"
8077|68235.6960|6509.53|"CANADA"
13214|68233.5194|3191.88|"ETHIOPIA"
121874|68227.7775|5903.62|"UNITED KINGDOM"
89642|68222.0070|9696.84|"FRANCE"
111277|68214.1440|4730.13|"PERU"
75209|68209.4735|8711.09|"IRAN"
111526|68208.4516|733.52|"ALGERIA"
42064|68207.0244|-889.43|"RUSSIA"
41105|68195.9040|2745.67|"FRANCE"
92638|68187.0124|9674.16|"INDIA"
82816|68186.6556|4193.74|"ARGENTINA"
91642|68183.4046|5487.03|"GERMANY"
34168|68182.4676|-700.42|"UNITED STATES"
141493|68180.8582|9607.78|"GERMANY"
77851|68173.2759|3580.30|"FRANCE"
93823|68166.3950|1229.66|"ARGENTINA"
40756|68140.8288|6558.93|"ALGERIA"
65734|68133.0960|3110.67|"MOZAMBIQUE"
83374|68122.8120|-72.58|"INDIA"
8755|68119.8660|7832.20|"BRAZIL"
19037|68118.5022|1843.30|"JORDAN"
46094|68113.8410|7917.11|"CHINA"
118456|68110.5740|9759.01|"JAPAN"
6590|68102.4736|106.60|"KENYA"
90340|68101.5693|3459.93|"BRAZIL"
29002|68097.9356|5619.41|"ARGENTINA"
92333|68094.9509|9339.82|"IRAN"
104503|68085.6192|9991.12|"UNITED STATES"
146912|68082.7072|3162.41|"PERU"
125122|68081.9922|9140.14|"CANADA"
143570|68075.9582|583.44|"ETHIOPIA"
4720|68071.6800|7945.96|"CHINA"
56740|68071.5342|7746.43|"UNITED KINGDOM"
110404|68065.5462|6611.45|"GERMANY"
13220|68063.0982|3627.80|"CHINA"
105647|68060.3244|2030.73|"GERMANY"
5441|68058.3540|1064.77|"JAPAN"
54145|68056.1179|2498.43|"KENYA"
35432|68053.4043|4796.32|"KENYA"
47665|68052.2835|547.17|"VIETNAM"
89968|68049.7129|652.95|"FRANCE"
40658|68042.8872|9598.27|"INDIA"
125854|68042.0880|-826.16|"FRANCE"
59017|68033.9031|-196.26|"CHINA"
21352|68030.9580|6552.32|"UNITED STATES"
55517|68030.5408|7036.38|"CHINA"
89854|68021.6696|7154.29|"EGYPT"
65416|68018.4000|9911.46|"KENYA"
8183|68006.4264|5140.15|"INDONESIA"
132122|68006.0060|7912.93|"INDONESIA"
24422|68005.4351|8379.75|"GERMANY"
22892|68000.5591|3094.08|"IRAN"
43385|67998.0960|5039.38|"IRAN"
13450|67995.0692|4963.51|"UNITED KINGDOM"
71354|67992.4300|2780.63|"JORDAN"
73946|67992.0684|1641.34|"JAPAN"
80525|67983.1136|5601.86|"MOROCCO"
33080|67982.3550|3825.34|"JORDAN"
143836|67982.0507|5437.97|"BRAZIL"
85516|67972.6881|837.73|"INDONESIA"
1021|67970.0464|1286.76|"FRANCE"
120275|67965.8996|2466.68|"EGYPT"
31336|67962.9600|6546.85|"SAUDI ARABIA"
53465|67958.3814|5457.32|"ROMANIA"
2167|67958.1000|7328.35|"CHINA"
128500|67950.6204|9780.56|"UNITED KINGDOM"
102227|67950.4952|5263.64|"PERU"
40613|67942.6605|4396.82|"CANADA"
10423|67942.2504|7098.07|"ETHIOPIA"
118507|67936.8080|6145.88|"CANADA"
33722|67929.3177|4894.23|"INDIA"
26332|67928.2500|-571.14|"FRANCE"
90790|67927.4634|-996.17|"RUSSIA"
122452|67922.3700|8684.89|"INDONESIA"
81962|67921.7560|8205.18|"MOZAMBIQUE"
119404|67919.7094|7391.63|"GERMANY"
35935|67917.7462|3373.85|"ALGERIA"
94919|67915.6170|9646.53|"PERU"
77248|67911.1606|2733.95|"IRAQ"
12263|67905.6384|7381.00|"ROMANIA"
56689|67903.6440|6162.07|"FRANCE"
67192|67902.8805|9175.34|"IRAQ"
147170|67902.5222|5904.02|"EGYPT"
148346|67902.4938|1779.38|"MOROCCO"
128377|67895.2800|3329.45|"EGYPT"
24085|67889.3236|-914.07|"ETHIOPIA"
68044|67886.3680|674.05|"VIETNAM"
41635|67885.5320|3157.05|"JAPAN"
250|67878.9329|2869.97|"MOZAMBIQUE"
91159|67874.4211|5705.65|"GERMANY"
117709|67862.7740|9811.83|"CHINA"
36812|67857.6976|3307.63|"PERU"
87670|67853.4231|2158.79|"ARGENTINA"
121666|67853.0764|6059.78|"IRAN"
24881|67852.3678|1757.24|"CANADA"
52535|67848.3084|9996.65|"IRAQ"
12158|67846.8005|-132.34|"CHINA"
110656|67841.8298|4726.61|"UNITED KINGDOM"
66895|67839.3896|7953.06|"KENYA"
133423|67839.2820|-398.56|"ROMANIA"
97642|67831.9674|6451.24|"BRAZIL"
113236|67829.7340|6319.88|"JAPAN"
98893|67826.8094|1538.20|"MOZAMBIQUE"
9929|67823.8670|9911.31|"UNITED STATES"
147328|67822.6689|6096.28|"KENYA"
55993|67822.3056|7623.36|"UNITED STATES"
43528|67821.9584|2028.54|"RUSSIA"
98216|67810.7712|8226.97|"ALGERIA"
33205|67810.0368|3832.74|"EGYPT"
56959|67805.9130|3383.10|"ARGENTINA"
127432|67803.4999|2726.16|"INDIA"
73607|67800.8352|1647.52|"JORDAN"
27944|67797.4752|8822.65|"ARGENTINA"
45625|67796.6571|3030.36|"INDONESIA"
97793|67791.3900|-115.06|"ETHIOPIA"
93196|67791.0686|2291.70|"INDIA"
141056|67783.3892|6301.99|"MOZAMBIQUE"
65744|67782.4620|1439.44|"JAPAN"
26578|67774.9800|1930.61|"INDIA"
49792|67770.1323|992.10|"PERU"
124555|67769.0365|3096.25|"INDIA"
9916|67768.0128|4011.87|"ALGERIA"
96046|67766.7996|7762.44|"CANADA"
12365|67758.4288|5949.39|"EGYPT"
35245|67755.4332|9590.93|"IRAN"
17359|67752.6408|8674.40|"ROMANIA"
132538|67743.8208|4823.10|"INDONESIA"
43972|67743.0299|3664.82|"VIETNAM"
144289|67737.0708|4237.68|"SAUDI ARABIA"
75212|67737.0120|505.75|"ETHIOPIA"
112096|67734.1522|-662.37|"IRAQ"
46148|67722.0480|1715.88|"PERU"
129788|67719.4964|4066.53|"IRAN"
124439|67713.8619|4563.58|"KENYA"
62020|67712.1263|8940.69|"GERMANY"
22066|67709.9450|633.03|"SAUDI ARABIA"
3815|67708.7630|2887.99|"ROMANIA"
132922|67702.2132|5601.95|"ROMANIA"
60712|67696.9450|6949.32|"JORDAN"
93334|67692.3341|1758.91|"MOROCCO"
94889|67689.2704|3327.82|"SAUDI ARABIA"
78989|67688.1466|6362.26|"JAPAN"
114764|67687.5430|8844.66|"UNITED STATES"
10268|67685.8802|5559.72|"UNITED STATES"
102223|67685.3625|8773.36|"BRAZIL"
7391|67685.2076|9363.53|"JORDAN"
110234|67681.2105|5506.15|"IRAQ"
123077|67680.2697|163.51|"RUSSIA"
28282|67680.0696|1610.79|"UNITED STATES"
129764|67678.2360|7266.53|"ETHIOPIA"
6604|67677.6960|-850.55|"ETHIOPIA"
48649|67673.7775|6257.36|"ETHIOPIA"
69035|67673.2070|2042.11|"IRAQ"
99421|67671.4005|9489.22|"GERMANY"
88220|67670.6007|7547.44|"INDIA"
139643|67660.1018|2704.09|"ROMANIA"
95206|67658.1266|1137.11|"ARGENTINA"
123589|67652.4366|3132.57|"FRANCE"
3604|67650.7080|7672.87|"IRAN"
109163|67646.3460|8767.69|"CANADA"
74950|67641.6621|5787.01|"ETHIOPIA"
22088|67641.3284|5143.89|"VIETNAM"
75179|67640.8887|3986.25|"INDIA"
113852|67640.7516|-732.63|"CHINA"
8365|67640.4300|6517.35|"ETHIOPIA"
137068|67638.6494|6693.96|"IRAN"
134909|67635.7412|9467.65|"IRAQ"
110326|67635.4560|5548.85|"IRAQ"
23245|67629.7980|1938.21|"SAUDI ARABIA"
54541|67627.4900|2248.56|"ROMANIA"
51325|67621.8974|4552.21|"UNITED KINGDOM"
130259|67614.0514|75.07|"JAPAN"
76345|67612.0203|5809.20|"ROMANIA"
89903|67610.2392|6689.29|"VIETNAM"
112543|67602.0176|2490.15|"INDIA"
57179|67599.1440|778.34|"VIETNAM"
54505|67596.5355|5482.22|"JAPAN"
55199|67585.8880|2828.36|"FRANCE"
49982|67585.7496|4009.29|"EGYPT"
85469|67578.7872|4628.99|"MOZAMBIQUE"
40946|67577.8183|6217.99|"GERMANY"
125233|67576.8060|2811.19|"UNITED STATES"
24301|67574.3193|6630.49|"RUSSIA"
52514|67569.3000|2343.46|"GERMANY"
89149|67564.9032|6725.83|"ARGENTINA"
5488|67561.1664|247.71|"VIETNAM"
102865|67557.2088|4107.43|"VIETNAM"
115139|67553.9460|748.39|"INDONESIA"
103180|67553.7808|-495.64|"KENYA"
508|67549.6000|1685.90|"CHINA"
34240|67545.3402|1970.40|"ARGENTINA"
58954|67538.1609|8615.84|"CANADA"
69803|67534.0556|5377.47|"RUSSIA"
107753|67533.6668|7027.84|"PERU"
13471|67532.1320|9198.57|"EGYPT"
41596|67530.8016|9052.87|"VIETNAM"
137876|67526.4672|4337.13|"MOROCCO"
145321|67519.3093|8001.84|"IRAQ"
51781|67517.9550|7991.53|"JORDAN"
29281|67508.9910|1575.78|"JORDAN"
82942|67493.8200|-717.57|"FRANCE"
76570|67487.3836|3327.62|"RUSSIA"
96662|67484.6424|3161.12|"UNITED KINGDOM"
46427|67483.2534|-51.96|"IRAN"
94858|67477.9392|-743.88|"ETHIOPIA"
23533|67470.3148|5222.40|"MOROCCO"
46406|67468.2828|3336.41|"PERU"
514|67466.4606|5840.97|"UNITED KINGDOM"
62441|67463.7526|7929.56|"PERU"
108352|67460.9428|5503.25|"ROMANIA"
10921|67455.5196|2261.73|"UNITED STATES"
85163|67454.3142|9291.51|"IRAQ"
48910|67452.9219|6314.83|"IRAN"
99463|67452.2682|9463.06|"BRAZIL"
147295|67448.5218|3580.91|"JAPAN"
57340|67448.2368|6586.88|"ROMANIA"
51836|67446.7752|9949.93|"BRAZIL"
44851|67446.1070|5532.84|"SAUDI ARABIA"
17231|67438.3374|5244.99|"UNITED KINGDOM"
109472|67436.2158|1412.20|"EGYPT"
57973|67430.1760|-214.05|"ALGERIA"
133205|67428.1800|2372.17|"VIETNAM"
135242|67427.6168|16.34|"ROMANIA"
14764|67420.1958|5910.12|"UNITED KINGDOM"
81782|67414.7320|6842.83|"JAPAN"
122209|67412.4152|-611.68|"ALGERIA"
124466|67412.3112|3963.53|"ARGENTINA"
23341|67407.4000|4438.16|"UNITED STATES"
145789|67407.0144|8609.97|"GERMANY"
17036|67402.8960|7832.57|"VIETNAM"
74288|67400.4506|3279.01|"GERMANY"
146662|67397.7740|5258.59|"IRAQ"
77362|67393.8048|5846.32|"INDIA"
60766|67387.3855|5382.75|"GERMANY"
91708|67385.1164|4557.53|"RUSSIA"
21349|67375.0680|7254.48|"CHINA"
42568|67374.6080|-177.06|"IRAN"
110003|67373.7376|113.77|"JAPAN"
66127|67366.5576|6400.78|"FRANCE"
105284|67366.4512|5963.07|"FRANCE"
11857|67349.9712|2465.10|"BRAZIL"
18706|67342.2693|4439.50|"UNITED STATES"
103150|67341.0560|1932.92|"INDONESIA"
32863|67340.9373|3955.17|"IRAN"
17525|67332.5562|6081.39|"EGYPT"
5728|67331.6348|5743.36|"JORDAN"
8989|67327.5364|2728.15|"RUSSIA"
121927|67324.8015|5514.05|"KENYA"
142784|67322.0058|7575.60|"ARGENTINA"
38149|67318.2200|5724.51|"UNITED KINGDOM"
48238|67315.4325|1481.86|"VIETNAM"
110333|67315.1928|2571.85|"INDIA"
46786|67315.0455|8941.09|"UNITED KINGDOM"
121556|67307.1410|6787.49|"BRAZIL"
87031|67298.8420|8600.35|"ETHIOPIA"
692|67297.8822|276.71|"ROMANIA"
139019|67296.3536|703.22|"FRANCE"
115627|67295.4240|7788.18|"GERMANY"
89905|67290.3024|1888.72|"ETHIOPIA"
28886|67285.7550|1579.99|"BRAZIL"
35875|67277.1130|9493.93|"JAPAN"
12769|67274.2125|7823.99|"ALGERIA"
145723|67274.1218|3674.44|"UNITED STATES"
96874|67270.8600|7030.94|"CHINA"
5989|67268.3760|4393.67|"JORDAN"
85340|67254.7636|1254.59|"MOROCCO"
24901|67251.9456|9020.62|"CHINA"
21032|67251.9386|1332.93|"SAUDI ARABIA"
81967|67244.4640|3950.65|"IRAQ"
56554|67241.7439|-219.21|"MOZAMBIQUE"
41927|67227.3350|3201.40|"RUSSIA"
91798|67220.8062|3731.02|"MOROCCO"
25714|67211.8400|-224.49|"CHINA"
145717|67211.4690|1143.73|"IRAQ"
6455|67210.7472|3482.98|"BRAZIL"
30112|67205.9304|8485.57|"JAPAN"
113686|67204.0260|6044.58|"EGYPT"
149900|67203.9190|1476.94|"RUSSIA"
48449|67199.5873|7123.90|"ALGERIA"
74986|67198.9920|8783.09|"MOZAMBIQUE"
148930|67196.1832|1490.18|"EGYPT"
96176|67189.2450|1245.95|"ALGERIA"
48587|67184.1450|2563.87|"MOROCCO"
9661|67181.1420|-813.64|"PERU"
55760|67180.1340|943.30|"JORDAN"
51919|67179.7890|-380.10|"INDONESIA"
112276|67171.5429|9460.08|"UNITED KINGDOM"
127837|67168.9128|9144.24|"IRAQ"
86819|67167.2365|3814.29|"IRAN"
14495|67159.4664|4005.43|"FRANCE"
21052|67156.8740|5775.47|"MOZAMBIQUE"
107168|67146.1512|2246.72|"SAUDI ARABIA"
61501|67145.9986|6559.78|"JORDAN"
81415|67145.0720|1333.42|"FRANCE"
37760|67142.4435|4707.09|"MOZAMBIQUE"
72928|67142.3728|5618.99|"ARGENTINA"
119069|67125.4414|5510.42|"BRAZIL"
45257|67123.8800|6071.09|"INDONESIA"
91654|67120.7976|6615.25|"UNITED STATES"
148231|67115.9473|8227.91|"IRAN"
139030|67115.3088|2488.94|"UNITED STATES"
91627|67105.3185|-602.76|"MOZAMBIQUE"
15755|67105.1880|8424.82|"FRANCE"
117514|67104.5617|-359.46|"CANADA"
15185|67100.8149|5451.46|"INDONESIA"
114691|67098.4677|3617.97|"ALGERIA"
19358|67093.4768|5541.74|"SAUDI ARABIA"
62347|67092.9670|-742.03|"ALGERIA"
17374|67092.5485|5196.61|"FRANCE"
21911|67089.3316|1239.25|"INDONESIA"
86869|67085.7122|2239.61|"CHINA"
124316|67084.2900|1392.25|"CANADA"
22484|67080.7872|7895.02|"FRANCE"
39187|67067.5658|-828.08|"CHINA"
104599|67064.8352|2548.59|"INDIA"
90943|67062.5766|4005.99|"JAPAN"
101810|67059.8255|8787.11|"CHINA"
135202|67054.8200|8259.73|"ALGERIA"
26603|67049.1898|-219.99|"CANADA"
139697|67045.3902|347.99|"BRAZIL"
132100|67044.4960|4504.99|"RUSSIA"
128330|67041.6542|1888.37|"EGYPT"
8729|67033.9322|3125.27|"GERMANY"
3547|67030.2931|6389.22|"IRAN"
47044|67005.6723|8414.16|"ARGENTINA"
51278|67005.6498|1431.42|"ETHIOPIA"
17473|67003.8865|9112.89|"MOROCCO"
47201|66989.9322|-430.06|"EGYPT"
117004|66973.1328|9212.08|"INDIA"
129028|66964.9680|3572.39|"EGYPT"
40835|66964.5702|-986.19|"JORDAN"
95608|66962.6768|-244.73|"JAPAN"
36157|66961.3972|4193.82|"GERMANY"
48217|66959.8664|5093.11|"ETHIOPIA"
135788|66959.8380|8711.43|"SAUDI ARABIA"
38674|66957.3280|3149.62|"IRAN"
132431|66956.9310|8561.94|"EGYPT"
27638|66956.8698|4134.90|"ARGENTINA"
55915|66953.6024|9461.76|"INDIA"
143324|66951.8034|3378.12|"BRAZIL"
20218|66949.2109|1095.61|"GERMANY"
118391|66947.7852|6173.66|"CANADA"
21598|66945.6565|7943.26|"SAUDI ARABIA"
18317|66943.4737|-451.97|"RUSSIA"
106810|66940.9298|-443.40|"ARGENTINA"
5816|66934.2002|3587.98|"JAPAN"
120272|66933.3984|8962.62|"PERU"
130396|66930.0871|1441.38|"FRANCE"
110842|66928.4891|2861.41|"ALGERIA"
34534|66927.8565|9305.06|"UNITED STATES"
58160|66923.0635|2906.54|"MOROCCO"
16826|66913.5964|3419.91|"JAPAN"
22246|66912.2532|3430.32|"VIETNAM"
50014|66905.0952|184.90|"BRAZIL"
128204|66900.4128|5522.09|"ETHIOPIA"
57422|66897.2219|4966.79|"JAPAN"
63451|66895.9310|5262.95|"IRAQ"
1336|66891.5721|1490.21|"MOZAMBIQUE"
41674|66891.0060|-627.42|"VIETNAM"
131351|66881.2896|624.55|"JAPAN"
125060|66875.4282|6824.88|"EGYPT"
113023|66871.6060|5980.74|"RUSSIA"
129886|66867.2574|3576.59|"ETHIOPIA"
119533|66863.1964|9746.97|"ROMANIA"
126469|66862.4820|9349.76|"IRAN"
149483|66856.6180|3417.55|"MOZAMBIQUE"
98051|66855.3156|1250.46|"FRANCE"
120370|66847.7842|497.63|"VIETNAM"
130844|66832.4168|3770.80|"EGYPT"
95051|66831.9762|3107.14|"GERMANY"
17531|66830.4000|7206.16|"RUSSIA"
142963|66824.6887|1689.57|"FRANCE"
105436|66822.1281|-437.49|"PERU"
109099|66818.5830|-897.57|"EGYPT"
134845|66810.5000|6440.71|"KENYA"
113720|66810.0416|9894.51|"BRAZIL"
140038|66807.1800|2716.46|"UNITED STATES"
93680|66803.9796|9443.94|"IRAN"
21452|66801.0936|3377.70|"CANADA"
135083|66795.1718|5443.04|"PERU"
64688|66790.7648|7711.43|"BRAZIL"
106696|66790.0360|8741.88|"RUSSIA"
52948|66783.8054|-714.88|"CHINA"
135088|66782.3376|7214.96|"UNITED KINGDOM"
136259|66776.4090|2260.86|"MOROCCO"
145045|66758.9324|3589.18|"KENYA"
26596|66755.5893|7567.83|"INDONESIA"
11914|66751.9254|3311.04|"UNITED STATES"
46000|66749.9294|8074.49|"IRAQ"
77422|66748.0776|78.41|"JAPAN"
77567|66747.9141|7996.71|"ROMANIA"
41309|66733.3790|8556.98|"VIETNAM"
70486|66728.3176|3238.01|"ALGERIA"
72808|66727.5870|9935.06|"IRAQ"
82868|66716.5050|9759.95|"INDIA"
140764|66715.4247|8240.26|"INDIA"
26038|66713.3080|1392.26|"MOROCCO"
37985|66713.0688|2296.82|"KENYA"
44920|66706.7985|4311.58|"RUSSIA"
43669|66705.0924|6969.21|"VIETNAM"
63704|66701.9208|3586.34|"PERU"
134618|66694.4772|4742.76|"VIETNAM"
124300|66692.6166|7610.80|"ALGERIA"
65393|66683.4770|6313.88|"ALGERIA"
96805|66680.9760|3419.66|"INDIA"
123445|66676.5099|6096.60|"FRANCE"
104665|66659.8446|6683.16|"PERU"
11407|66655.5456|4053.87|"JAPAN"
99868|66654.8400|5818.75|"ARGENTINA"
59107|66651.8592|7253.31|"ALGERIA"
2975|66650.3370|5146.68|"INDIA"
63602|66649.6350|907.10|"ALGERIA"
76663|66647.4921|9003.18|"UNITED STATES"
97951|66638.0166|2383.23|"UNITED STATES"
61904|66636.8670|5786.32|"UNITED STATES"
57103|66635.1364|9283.62|"MOROCCO"
54118|66631.7520|5941.05|"CANADA"
98929|66626.6085|8959.53|"FRANCE"
90682|66626.1156|7173.92|"PERU"
19585|66622.1684|4641.50|"VIETNAM"
144704|66621.9267|6194.90|"MOROCCO"
145432|66621.0900|7793.89|"UNITED STATES"
136166|66618.8760|-929.18|"JORDAN"
137005|66615.7753|5906.60|"KENYA"
139946|66615.5072|7242.21|"CANADA"
135668|66602.6496|8133.31|"EGYPT"
78139|66602.5786|6851.78|"CANADA"
98359|66600.0926|9590.37|"EGYPT"
110317|66599.9064|-917.88|"INDIA"
15842|66595.1643|-399.69|"MOROCCO"
125590|66586.0265|4805.86|"JORDAN"
91618|66578.0104|2403.91|"IRAN"
141151|66563.0244|8916.64|"EGYPT"
5768|66562.5252|3616.39|"MOROCCO"
44452|66559.1656|1042.07|"VIETNAM"
43351|66552.0201|9349.30|"EGYPT"
138991|66550.0707|8465.73|"ROMANIA"
19630|66549.9320|5644.59|"BRAZIL"
11312|66549.8004|333.58|"MOZAMBIQUE"
47888|66542.9964|2231.38|"JORDAN"
100567|66541.2093|2234.00|"ALGERIA"
47431|66540.5643|-890.48|"ETHIOPIA"
113747|66537.8442|8763.00|"ARGENTINA"
10318|66537.0533|5724.53|"PERU"
129217|66528.4500|5033.18|"INDONESIA"
4558|66526.8744|8665.71|"FRANCE"
79451|66525.5565|5611.18|"BRAZIL"
63509|66525.4888|5604.42|"JAPAN"
89296|66523.6890|6210.79|"INDONESIA"
146104|66523.1913|9696.28|"MOROCCO"
116473|66523.0640|5765.49|"ALGERIA"
87350|66519.6997|2551.91|"CHINA"
73058|66518.1477|8754.90|"MOROCCO"
10928|66511.2750|-108.09|"ARGENTINA"
13517|66507.2412|595.54|"UNITED STATES"
32401|66505.4860|4910.62|"INDONESIA"
139510|66503.9838|501.71|"KENYA"
145438|66495.5382|626.78|"MOROCCO"
137266|66490.8800|6476.46|"MOZAMBIQUE"
44162|66490.6086|-286.66|"VIETNAM"
120383|66487.9680|9687.68|"IRAQ"
12167|66483.6620|2980.85|"KENYA"
33155|66481.7119|5465.04|"INDONESIA"
21901|66481.5555|2248.11|"SAUDI ARABIA"
128108|66481.2954|5605.15|"MOZAMBIQUE"
39887|66463.9248|5244.06|"GERMANY"
28963|66461.9213|3756.40|"UNITED KINGDOM"
111719|66461.5000|8644.19|"IRAN"
11608|66459.0504|7444.98|"BRAZIL"
83290|66455.4640|9633.01|"VIETNAM"
88639|66447.8906|4219.90|"BRAZIL"
6176|66434.6592|3918.54|"UNITED STATES"
122110|66431.9490|500.04|"ROMANIA"
84973|66431.6832|1522.45|"MOROCCO"
109168|66427.9950|2947.40|"CHINA"
12274|66416.7176|5976.79|"UNITED KINGDOM"
58783|66410.8516|6486.28|"JORDAN"
42619|66410.8300|2093.26|"UNITED STATES"
58385|66409.3980|2373.31|"INDONESIA"
113312|66401.8964|4904.56|"GERMANY"
125335|66400.5608|6953.59|"IRAN"
21566|66392.3442|5122.02|"IRAN"
15352|66390.2856|1817.31|"CHINA"
125932|66389.9148|7186.28|"INDONESIA"
19921|66388.8618|3509.01|"BRAZIL"
45274|66387.1012|9919.58|"CANADA"
2629|66384.7560|700.15|"PERU"
46345|66380.1210|4670.34|"ARGENTINA"
77980|66379.5356|2746.80|"SAUDI ARABIA"
138709|66372.2250|304.02|"CANADA"
59476|66371.3800|4107.27|"BRAZIL"
56480|66367.4322|-511.52|"INDONESIA"
53480|66366.3816|1020.52|"ALGERIA"
92495|66364.0552|4777.99|"ROMANIA"
146134|66363.1188|5432.87|"JORDAN"
50108|66351.9976|4894.60|"ARGENTINA"
72412|66340.5892|-473.52|"INDONESIA"
43324|66336.3792|7423.18|"ARGENTINA"
59036|66333.4900|7748.33|"RUSSIA"
29204|66331.1832|694.03|"IRAQ"
17762|66330.7920|-995.70|"RUSSIA"
52003|66323.0898|5188.33|"FRANCE"
142690|66317.0891|9624.36|"ETHIOPIA"
107504|66314.1600|9433.54|"JORDAN"
107093|66313.1304|6675.56|"EGYPT"
26591|66307.1706|4885.06|"KENYA"
51394|66302.3718|6064.15|"IRAQ"
136519|66302.2480|9995.47|"UNITED KINGDOM"
122729|66298.2172|7806.30|"EGYPT"
103121|66298.1486|7694.58|"ETHIOPIA"
111182|66298.0752|-889.34|"CHINA"
41044|66297.3630|2773.25|"INDIA"
78421|66273.7080|8858.33|"PERU"
95165|66270.5598|558.74|"PERU"
135502|66267.8562|3009.04|"UNITED STATES"
57275|66241.0840|7085.62|"MOZAMBIQUE"
63316|66237.4185|3729.91|"INDONESIA"
54884|66230.8725|5234.56|"ALGERIA"
28801|66227.7065|1573.40|"ROMANIA"
75796|66227.4032|1496.60|"INDONESIA"
147361|66221.7474|-555.94|"BRAZIL"
36946|66210.1000|3958.98|"ARGENTINA"
123758|66203.7680|4664.54|"INDIA"
75350|66203.6888|9008.32|"ROMANIA"
8671|66189.4628|1605.14|"MOZAMBIQUE"
89705|66187.3124|4030.82|"INDIA"
120884|66185.1806|934.58|"GERMANY"
120485|66184.9251|3795.63|"INDIA"
69641|66184.0000|5185.11|"RUSSIA"
126070|66181.7382|6070.85|"EGYPT"
114956|66174.1208|1295.62|"VIETNAM"
108001|66174.0092|6338.09|"GERMANY"
80581|66171.4200|63.87|"INDIA"
66913|66170.0536|364.15|"RUSSIA"
38542|66165.5364|2297.01|"CANADA"
129509|66165.3900|9617.93|"EGYPT"
9757|66159.5085|1895.95|"ARGENTINA"
148454|66153.4272|958.18|"EGYPT"
87206|66150.4272|4715.68|"RUSSIA"
109102|66148.9648|1468.73|"ALGERIA"
54332|66148.7850|9464.45|"ARGENTINA"
28303|66143.9680|2740.69|"INDIA"
59465|66135.1836|-642.76|"MOZAMBIQUE"
62917|66134.7051|114.35|"JORDAN"
48737|66133.7946|2707.34|"MOZAMBIQUE"
45392|66131.4660|-491.27|"INDONESIA"
13553|66129.3800|-208.85|"SAUDI ARABIA"
59899|66128.7918|5244.67|"UNITED STATES"
70105|66123.9724|5931.97|"JAPAN"
16337|66113.9500|4193.76|"INDIA"
32102|66113.0868|1576.54|"IRAQ"
149798|66109.5610|-861.25|"UNITED STATES"
89047|66106.8856|4503.95|"BRAZIL"
31168|66099.0672|1571.19|"EGYPT"
42787|66098.5020|797.61|"CHINA"
21985|66088.5478|618.65|"IRAN"
134498|66086.9700|7725.37|"ROMANIA"
40130|66084.0460|3442.41|"CHINA"
106588|66077.7555|3525.61|"CANADA"
36721|66076.9215|735.22|"INDIA"
61751|66070.4068|6363.34|"SAUDI ARABIA"
88396|66067.8306|7861.06|"SAUDI ARABIA"
125455|66055.7359|2659.79|"EGYPT"
43345|66050.3601|5171.60|"FRANCE"
115561|66049.0900|7985.58|"CANADA"
42502|66041.8500|8695.62|"INDONESIA"
7516|66039.9068|6642.03|"RUSSIA"
71465|66038.8296|5665.27|"EGYPT"
